chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr16	10789	CG	14	2	0.998
chr16	11023	CHH	0	11	0.995
chr16	11245	CG	9	6	0.996
chr16	11467	CG	5	10	0.994
chr16	11689	CG	10	5	0.996
chr16	11901	CG	8	7	0.995
chr16	12134	CG	12	4	0.997
chr16	12356	CHG	0	10	0.996
chr16	12578	CG	6	9	0.995
chr16	12801	CG	13	3	0.998
chr16	13023	CG	7	8	0.996
chr16	13245	CG	11	5	0.997
chr16	13467	CG	9	6	0.995
chr16	13689	CHH	0	12	0.996
chr16	13912	CG	5	10	0.994
chr16	14134	CG	14	3	0.998
chr16	14356	CG	8	7	0.995
chr16	14578	CG	10	5	0.996
chr16	14801	CG	6	9	0.995
chr16	15023	CHG	0	9	0.995
chr16	15245	CG	12	4	0.997
chr16	15467	CG	7	8	0.996
chr16	15689	CG	13	3	0.998
chr16	15912	CG	9	6	0.995
chr16	16134	CG	5	10	0.994
chr16	16356	CHH	0	11	0.996
chr16	16578	CG	11	5	0.997
chr16	16801	CG	8	7	0.996
chr16	17023	CG	14	2	0.998
chr16	17245	CG	6	9	0.995
chr16	17467	CG	10	5	0.996
chr16	17689	CHG	0	10	0.996
chr16	17912	CG	7	8	0.995
chr16	18134	CG	12	4	0.997
chr16	18356	CG	9	6	0.996
chr16	18578	CG	5	10	0.994
chr16	18801	CG	13	3	0.998
chr16	19023	CHH	0	12	0.995
chr16	19245	CG	8	7	0.996
chr16	19467	CG	11	5	0.997
chr16	19689	CG	6	9	0.995
chr16	19912	CG	14	3	0.998
chr16	20134	CG	7	8	0.996
chr16	20356	CHG	0	9	0.996
chr16	20578	CG	10	5	0.995
chr16	20801	CG	9	6	0.996
chr16	21023	CG	5	10	0.994
chr16	21245	CG	12	4	0.997
chr16	21467	CG	8	7	0.995
chr17	10234	CHH	0	11	0.996
chr17	10456	CG	13	3	0.998
chr17	10789	CG	6	9	0.995
chr17	11023	CG	11	5	0.997
chr17	11245	CG	7	8	0.996
chr17	11467	CG	14	2	0.998
chr17	11689	CHG	0	10	0.995
chr17	11901	CG	9	6	0.996
chr17	12134	CG	5	10	0.994
chr17	12356	CG	10	5	0.996
chr17	12578	CG	8	7	0.995
chr17	12801	CG	12	4	0.997
chr17	13023	CHH	0	12	0.996
chr17	13245	CG	6	9	0.995
chr17	13467	CG	13	3	0.998
chr17	13689	CG	7	8	0.996
chr17	13912	CG	11	5	0.997
chr17	14134	CG	9	6	0.995
chr17	14356	CHG	0	9	0.996
chr17	14578	CG	5	10	0.994
chr17	14801	CG	14	3	0.998
chr17	15023	CG	8	7	0.995
chr17	15245	CG	10	5	0.996
chr17	15467	CG	6	9	0.995
chr17	15689	CHH	0	11	0.995
chr17	15912	CG	12	4	0.997
chr17	16134	CG	7	8	0.996
chr17	16356	CG	13	3	0.998
chr17	16578	CG	9	6	0.995
chr17	16801	CG	5	10	0.994
chr17	17023	CHG	0	10	0.996
chr17	17245	CG	11	5	0.997
chr17	17467	CG	8	7	0.996
chr17	17689	CG	14	2	0.998
chr17	17912	CG	6	9	0.995
chr17	18134	CG	10	5	0.996
chr17	18356	CHH	0	12	0.996
chr17	18578	CG	7	8	0.995
chr17	18801	CG	12	4	0.997
chr17	19023	CG	9	6	0.996
chr17	19245	CG	5	10	0.994
chr17	19467	CG	13	3	0.998
chr17	19689	CHG	0	9	0.995
chr17	19912	CG	8	7	0.996
chr17	20134	CG	11	5	0.997
chr17	20356	CG	6	9	0.995
chr17	20578	CG	14	3	0.998
chr17	20801	CG	7	8	0.996
chr17	21023	CHH	0	11	0.996
chr17	21245	CG	10	5	0.995
chr17	21467	CG	9	6	0.996
chr18	10234	CG	5	10	0.994
chr18	10456	CHG	0	10	0.995
chr18	10789	CG	12	4	0.997
chr18	11023	CG	8	7	0.996
chr18	11245	CG	13	3	0.998
chr18	11467	CG	6	9	0.995
chr18	11689	CG	11	5	0.997
chr18	11901	CHH	0	12	0.996
chr18	12134	CG	7	8	0.996
chr18	12356	CG	14	2	0.998
chr18	12578	CG	9	6	0.995
chr18	12801	CG	5	10	0.994
chr18	13023	CG	10	5	0.996
chr18	13245	CHG	0	9	0.996
chr18	13467	CG	8	7	0.995
chr18	13689	CG	12	4	0.997
chr18	13912	CG	6	9	0.995
chr18	14134	CG	13	3	0.998
chr18	14356	CG	7	8	0.996
chr18	14578	CHH	0	11	0.995
chr18	14801	CG	11	5	0.997
chr18	15023	CG	9	6	0.996
chr18	15245	CG	5	10	0.994
chr18	15467	CG	14	3	0.998
chr18	15689	CG	8	7	0.995
chr18	15912	CHG	0	10	0.996
chr18	16134	CG	10	5	0.996
chr18	16356	CG	6	9	0.995
chr18	16578	CG	12	4	0.997
chr18	16801	CG	7	8	0.996
chr18	17023	CG	13	3	0.998
chr18	17245	CHH	0	12	0.996
chr18	17467	CG	9	6	0.995
chr18	17689	CG	5	10	0.994
chr18	17912	CG	11	5	0.997
chr18	18134	CG	8	7	0.996
chr18	18356	CG	14	2	0.998
chr18	18578	CHG	0	9	0.995
chr18	18801	CG	6	9	0.995
chr18	19023	CG	10	5	0.996
chr18	19245	CG	7	8	0.995
chr18	19467	CG	12	4	0.997
chr18	19689	CG	9	6	0.996
chr18	19912	CHH	0	11	0.996
chr18	20134	CG	5	10	0.994
chr18	20356	CG	13	3	0.998
chr18	20578	CG	8	7	0.995
chr18	20801	CG	11	5	0.997
chr18	21023	CG	6	9	0.995
chr18	21245	CHG	0	10	0.996
chr18	21467	CG	14	3	0.998
chr19	10234	CG	7	8	0.996
chr19	10456	CG	10	5	0.995
chr19	10789	CG	9	6	0.996
chr19	11023	CHH	0	12	0.995
chr19	11245	CG	5	10	0.994
chr19	11467	CG	12	4	0.997
chr19	11689	CG	8	7	0.996
chr19	11901	CG	13	3	0.998
chr19	12134	CG	6	9	0.995
chr19	12356	CHG	0	9	0.996
chr19	12578	CG	11	5	0.997
chr19	12801	CG	7	8	0.996
chr19	13023	CG	14	2	0.998
chr19	13245	CG	9	6	0.995
chr19	13467	CG	5	10	0.994
chr19	13689	CHH	0	11	0.996
chr19	13912	CG	10	5	0.996
chr19	14134	CG	8	7	0.995
chr19	14356	CG	12	4	0.997
chr19	14578	CG	6	9	0.995
chr19	14801	CG	13	3	0.998
chr19	15023	CHG	0	10	0.995
chr19	15245	CG	7	8	0.996
chr19	15467	CG	11	5	0.997
chr19	15689	CG	9	6	0.995
chr19	15912	CG	5	10	0.994
chr19	16134	CG	14	3	0.998
chr19	16356	CHH	0	12	0.996
chr19	16578	CG	8	7	0.995
chr19	16801	CG	10	5	0.996
chr19	17023	CG	6	9	0.995
chr19	17245	CG	12	4	0.997
chr19	17467	CG	7	8	0.996
chr19	17689	CHG	0	9	0.996
chr19	17912	CG	13	3	0.998
chr19	18134	CG	9	6	0.995
chr19	18356	CG	5	10	0.994
chr19	18578	CG	11	5	0.997
chr19	18801	CG	8	7	0.996
chr19	19023	CHH	0	11	0.995
chr19	19245	CG	14	2	0.998
chr19	19467	CG	6	9	0.995
chr19	19689	CG	10	5	0.996
chr19	19912	CG	7	8	0.995
chr19	20134	CG
