chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr22	178912	CG	6	13	0.996
chr22	179134	CG	11	7	0.997
chr22	179356	CHH	0	10	0.996
chr22	179578	CG	9	8	0.996
chr22	179790	CG	15	5	0.998
chr22	180012	CG	7	10	0.996
chr22	180234	CG	12	6	0.997
chr22	180456	CHG	0	11	0.996
chr22	180678	CG	8	9	0.996
chr22	180890	CG	14	7	0.997
chr22	181112	CG	5	11	0.995
chr22	181334	CG	10	8	0.996
chr22	181556	CHH	0	12	0.996
chr22	181778	CG	6	12	0.996
chr22	181990	CG	11	7	0.997
chr1	182212	CG	9	6	0.996
chr1	182434	CG	13	8	0.997
chr1	182656	CHG	1	10	0.996
chr1	182878	CG	7	12	0.995
chr1	183090	CG	12	7	0.997
chr1	183312	CG	8	9	0.996
chr1	183534	CG	15	6	0.998
chr1	183756	CHH	0	11	0.996
chr1	183978	CG	5	10	0.996
chr1	184190	CG	10	7	0.997
chr1	184412	CG	6	12	0.995
chr1	184634	CG	11	8	0.996
chr1	184856	CHG	0	10	0.996
chr1	185078	CG	9	7	0.997
chr1	185290	CG	14	5	0.998
chr1	185512	CG	7	11	0.996
chr1	185734	CG	12	6	0.997
chr1	185956	CHH	0	12	0.996
chr1	186178	CG	8	10	0.996
chr1	186390	CG	13	7	0.997
chr1	186612	CG	5	12	0.995
chr1	186834	CG	10	9	0.996
chr1	187056	CHG	1	11	0.996
chr1	187278	CG	6	13	0.996
chr1	187490	CG	11	7	0.997
chr1	187712	CG	9	8	0.996
chr1	187934	CG	15	5	0.998
chr1	188156	CHH	0	10	0.996
chr1	188378	CG	7	10	0.996
chr1	188590	CG	12	6	0.997
chr1	188812	CG	8	9	0.996
chr1	189034	CG	14	7	0.997
chr1	189256	CHG	0	11	0.996
chr1	189478	CG	5	11	0.995
chr1	189690	CG	10	8	0.996
chr1	189912	CG	6	12	0.996
chr1	190134	CG	11	7	0.997
chr1	190356	CHH	0	12	0.996
chr1	190578	CG	9	6	0.996
chr1	190790	CG	13	8	0.997
chr1	191012	CG	7	12	0.995
chr1	191234	CG	12	7	0.997
chr1	191456	CHG	1	10	0.996
chr1	191678	CG	8	9	0.996
chr1	191890	CG	15	6	0.998
chr1	192112	CG	5	10	0.996
chr1	192334	CG	10	7	0.997
chr1	192556	CHH	0	11	0.996
chr1	192778	CG	6	12	0.995
chr1	192990	CG	11	8	0.996
chr1	193212	CG	9	7	0.997
chr1	193434	CG	14	5	0.998
chr1	193656	CHG	0	10	0.996
chr1	193878	CG	7	11	0.996
chr1	194090	CG	12	6	0.997
chr1	194312	CG	8	10	0.996
chr1	194534	CG	13	7	0.997
chr1	194756	CHH	0	12	0.996
chr1	194978	CG	5	12	0.995
chr1	195190	CG	10	9	0.996
chr2	195412	CG	6	13	0.996
chr2	195634	CG	11	7	0.997
chr2	195856	CHG	1	11	0.996
chr2	196078	CG	9	8	0.996
chr2	196290	CG	15	5	0.998
chr2	196512	CG	7	10	0.996
chr2	196734	CG	12	6	0.997
chr2	196956	CHH	0	10	0.996
chr2	197178	CG	8	9	0.996
chr2	197390	CG	14	7	0.997
chr2	197612	CG	5	11	0.995
chr2	197834	CG	10	8	0.996
chr2	198056	CHG	0	11	0.996
chr2	198278	CG	6	12	0.996
chr2	198490	CG	11	7	0.997
chr2	198712	CG	9	6	0.996
chr2	198934	CG	13	8	0.997
chr2	199156	CHH	0	12	0.996
chr2	199378	CG	7	12	0.995
chr2	199590	CG	12	7	0.997
chr2	199812	CG	8	9	0.996
chr2	200034	CG	15	6	0.998
chr2	200256	CHG	1	10	0.996
chr2	200478	CG	5	10	0.996
chr2	200690	CG	10	7	0.997
chr2	200912	CG	6	12	0.995
chr2	201134	CG	11	8	0.996
chr2	201356	CHH	0	11	0.996
chr2	201578	CG	9	7	0.997
chr2	201790	CG	14	5	0.998
chr2	202012	CG	7	11	0.996
chr2	202234	CG	12	6	0.997
chr2	202456	CHG	0	10	0.996
chr2	202678	CG	8	10	0.996
chr2	202890	CG	13	7	0.997
chr2	203112	CG	5	12	0.995
chr2	203334	CG	10	9	0.996
chr2	203556	CHH	0	12	0.996
chr2	203778	CG	6	13	0.996
chr2	203990	CG	11	7	0.997
chr3	204212	CG	9	8	0.996
chr3	204434	CG	15	5	0.998
chr3	204656	CHG	1	11	0.996
chr3	204878	CG	7	10	0.996
chr3	205090	CG	12	6	0.997
chr3	205312	CG	8	9	0.996
chr3	205534	CG	14	7	0.997
chr3	205756	CHH	0	10	0.996
chr3	205978	CG	5	11	0.995
chr3	206190	CG	10	8	0.996
chr3	206412	CG	6	12	0.996
chr3	206634	CG	11	7	0.997
chr3	206856	CHG	0	11	0.996
chr3	207078	CG	9	6	0.996
chr3	207290	CG	13	8	0.997
chr3	207512	CG	7	12	0.995
chr3	207734	CG	12	7	0.997
chr3	207956	CHH	0	12	0.996
chr3	208178	CG	8	9	0.996
chr3	208390	CG	15	6	0.998
chr3	208612	CG	5	10	0.996
chr3	208834	CG	10	7	0.997
chr3	209056	CHG	1	10	0.996
chr3	209278	CG	6	12	0.995
chr3	209490	CG	11	8	0.996
chr3	209712	CG	9	7	0.997
chr3	209934	CG	14	5	0.998
chr3	210156	CHH	0	11	0.996
chr3	210378	CG	7	11	0.996
chr3	210590	CG	12	6	0.997
chr3	210812	CG	8	10	0.996
chr3	211034	CG	13	7	0.997
chr3	211256	CHG	0	10	0.996
chr3	211478	CG	5	12	0.995
chr3	211690	CG	10	9	0.996
chr3	211912	CG	6	13	0.996
chr4	212134	CG	11	7	0.997
chr4	212356	CHH	0	12	0.996
chr4	212578	CG	9	8	0.996
chr4	212790	CG	15	5	0.998
chr4	213012	CG	7	10	0.996
chr4	213234	CG	12	6	0.997
chr4	213456	CHG	1	11	0.996
chr4	213678	CG	8	9	0.996
chr4	213890	CG	14	7	0.997
chr4	214112	CG	5	11	0.995
chr4	214334	CG	10	8	0.996
chr4	214556	CHH	0	10	0.996
chr4	214778	CG	6	12	0.996
chr4	214990	CG	11	7	0.997
chr4	215212	CG	9	6	0.996
chr4	215434	CG	13	8	0.997
chr4	215656	CHG	0	11	0.996
chr4	215878	CG	7	12	0.995
chr4	216090	CG	12	7	0.997
chr4	216312	CG	8	9	0.996
chr4	216534	CG	15	6	0.998
chr4	216756	CHH	0	12	0.996
chr4	216978	CG	5	10	0.996
chr4	217190	CG	10	7	0.997
chr4	217412	CG	6	12	0.995
chr4	217634	CG	11	8	0.996
chr4	217856	CHG	1	10	0.996
chr4	218078	CG	9	7	0.997
chr4	218290	CG	14	5	0.998
chr4	218512	CG	7	11	0.996
chr4	218734	CG	12	6	0.997
chr4	218956	CHH	0	11	0.996
chr4	219178	CG	8	10	0.996
chr4	219390	CG	13	7	0.997
chr5	219612	CG	5	12	0.995
chr5	219834	CG	10	9	0.996
chr5	220056	CHG	0	10	0.996
chr5	220278	CG	6	13	0.996
chr5	220490	CG	11	7	0.997
chr5	220712	CG	9	8	0.996
chr5	220934	CG	15	5	0.998
chr5	221156	CHH	0	12	0.996
chr5	221378	CG	7	10	0.996
chr5	221590	CG	12	6	0.997
chr5	221812	CG
