chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr8	10865	CG	3	8	0.995
chr8	10902	CG	11	5	0.997
chr8	10939	CG	7	7	0.996
chr8	10976	CHG	1	10	0.994
chr8	11013	CG	4	6	0.995
chr8	11050	CG	8	3	0.997
chr8	11087	CG	5	5	0.996
chr8	11124	CG	9	6	0.998
chr8	11161	CG	6	4	0.996
chr8	11198	CHH	0	11	0.994
chr8	11235	CG	3	8	0.995
chr8	11272	CG	10	4	0.997
chr8	11309	CG	7	6	0.996
chr8	11346	CHG	1	12	0.995
chr8	11383	CG	4	5	0.995
chr8	11420	CG	8	7	0.997
chr8	11457	CG	5	3	0.996
chr8	11494	CG	9	5	0.998
chr8	11531	CG	6	8	0.996
chr8	11568	CHH	0	10	0.993
chr8	11605	CG	3	6	0.995
chr8	11642	CG	11	4	0.997
chr8	11679	CG	7	5	0.996
chr8	11716	CG	4	7	0.995
chr8	11753	CHG	1	11	0.994
chr8	11790	CG	8	4	0.997
chr8	11827	CG	5	6	0.996
chr8	11864	CG	9	3	0.998
chr8	11901	CG	6	5	0.996
chr8	11938	CG	3	8	0.995
chr8	11975	CHH	0	9	0.994
chr8	12012	CG	10	7	0.997
chr8	12049	CG	7	6	0.996
chr8	12086	CG	4	4	0.995
chr8	12123	CG	8	5	0.997
chr8	12160	CHG	1	13	0.995
chr8	12197	CG	5	7	0.996
chr8	12234	CG	9	4	0.998
chr8	12271	CG	6	3	0.996
chr8	12308	CG	3	8	0.995
chr8	12345	CG	11	5	0.997
chr8	12382	CHH	0	12	0.993
chr8	12419	CG	7	7	0.996
chr8	12456	CG	4	6	0.995
chr8	12493	CG	8	3	0.997
chr8	12530	CG	5	5	0.996
chr8	12567	CHG	1	10	0.994
chr8	12604	CG	9	6	0.998
chr8	12641	CG	6	4	0.996
chr8	12678	CG	3	8	0.995
chr8	12715	CG	10	4	0.997
chr8	12752	CG	7	6	0.996
chr8	12789	CHH	0	11	0.994
chr8	12826	CG	4	5	0.995
chr8	12863	CG	8	7	0.997
chr8	12900	CG	5	3	0.996
chr8	12937	CHG	1	12	0.995
chr8	12974	CG	9	5	0.998
chr8	13011	CG	6	8	0.996
chr8	13048	CG	3	4	0.995
chr8	13085	CG	11	6	0.997
chr8	13122	CG	7	5	0.996
chr8	13159	CHH	0	10	0.993
chr8	13196	CG	4	7	0.995
chr8	13233	CG	8	4	0.997
chr8	13270	CG	5	6	0.996
chr8	13307	CG	9	3	0.998
chr8	13344	CHG	1	11	0.994
chr8	13381	CG	6	5	0.996
chr8	13418	CG	3	8	0.995
chr8	13455	CG	10	7	0.997
chr8	13492	CG	7	6	0.996
chr8	13529	CG	4	4	0.995
chr8	13566	CHH	0	9	0.994
chr8	13603	CG	8	5	0.997
chr8	13640	CG	5	7	0.996
chr8	13677	CG	9	4	0.998
chr8	13714	CG	6	3	0.996
chr8	13751	CHG	1	13	0.995
chr8	13788	CG	3	8	0.995
chr8	13825	CG	11	5	0.997
chr8	13862	CG	7	7	0.996
chr8	13899	CG	4	6	0.995
chr8	13936	CG	8	3	0.997
chr8	13973	CHH	0	12	0.993
chr8	14010	CG	5	5	0.996
chr8	14047	CG	9	6	0.998
chr8	14084	CG	6	4	0.996
chr9	10121	CG	3	8	0.995
chr9	10158	CG	10	4	0.997
chr9	10195	CHG	1	10	0.994
chr9	10232	CG	7	6	0.996
chr9	10269	CG	4	5	0.995
chr9	10306	CG	8	7	0.997
chr9	10343	CG	5	3	0.996
chr9	10380	CHH	0	11	0.994
chr9	10417	CG	9	5	0.998
chr9	10454	CG	6	8	0.996
chr9	10491	CG	3	6	0.995
chr9	10528	CG	11	4	0.997
chr9	10565	CHG	1	12	0.995
chr9	10602	CG	7	5	0.996
chr9	10639	CG	4	7	0.995
chr9	10676	CG	8	4	0.997
chr9	10713	CG	5	6	0.996
chr9	10750	CG	9	3	0.998
chr9	10787	CHH	0	10	0.993
chr9	10824	CG	6	5	0.996
chr9	10861	CG	3	8	0.995
chr9	10898	CG	10	7	0.997
chr9	10935	CG	7	6	0.996
chr9	10972	CHG	1	11	0.994
chr9	11009	CG	4	4	0.995
chr9	11046	CG	8	5	0.997
chr9	11083	CG	5	7	0.996
chr9	11120	CG	9	4	0.998
chr9	11157	CG	6	3	0.996
chr9	11194	CHH	0	9	0.994
chr9	11231	CG	3	8	0.995
chr9	11268	CG	11	5	0.997
chr9	11305	CG	7	7	0.996
chr9	11342	CHG	1	13	0.995
chr9	11379	CG	4	6	0.995
chr9	11416	CG	8	3	0.997
chr9	11453	CG	5	5	0.996
chr9	11490	CG	9	6	0.998
chr9	11527	CG	6	4	0.996
chr9	11564	CHH	0	12	0.993
chr9	11601	CG	3	8	0.995
chr9	11638	CG	10	4	0.997
chr9	11675	CG	7	6	0.996
chr9	11712	CG	4	5	0.995
chr9	11749	CHG	1	10	0.994
chr9	11786	CG	8	7	0.997
chr9	11823	CG	5	3	0.996
chr9	11860	CG	9	5	0.998
chr9	11897	CG	6	8	0.996
chr9	11934	CG	3	6	0.995
chr9	11971	CHH	0	11	0.994
chr9	12008	CG	11	4	0.997
chr9	12045	CG	7	5	0.996
chr9	12082	CG	4	7	0.995
chr9	12119	CG	8	4	0.997
chr9	12156	CHG	1	12	0.995
chr9	12193	CG	5	6	0.996
chr9	12230	CG	9	3	0.998
chr9	12267	CG	6	5	0.996
chr9	12304	CG	3	8	0.995
chr9	12341	CG	10	7	0.997
chr9	12378	CHH	0	10	0.993
chr9	12415	CG	7	6	0.996
chr9	12452	CG	4	4	0.995
chr9	12489	CG	8	5	0.997
chr9	12526	CG	5	7	0.996
chr9	12563	CHG	1	11	0.994
chr9	12600	CG	9	4	0.998
chr9	12637	CG	6	4	0.996
chr9	12674	CG	3	8	0.995
chr9	12711	CG	11	5	0.997
chr9	12748	CG	7	7	0.996
chr9	12785	CHH	0	9	0.994
chr9	12822	CG	4	3	0.995
chr9	12859	CG	8	6	0.997
chr9	12896	CG	5	5	0.996
chr9	12933	CG	9	6	0.998
chr9	12970	CHG	1	13	0.995
chr9	13007	CG	6	5	0.996
chr9	13044	CG	3	8	0.995
chr9	13081	CG	10	4	0.997
chr9	13118	CG	7	6	0.996
chr9	13155	CG	4	5	0.995
chr9	13192	CHH	0	12	0.993
chr9	13229	CG	8	7	0.997
chr9	13266	CG	5	3	0.996
chr9	13303	CG	9	5	0.998
chr9	13340	CG	6	8	0.996
chr9	13377	CHG	1	10	0.994
chr9	13414	CG	3	6	0.995
chr9	13451	CG	11	4	0.997
chr9	13488	CG	7	5	0.996
chr9	13525	CG	4	7	0.995
chr9	13562	CG	8	4	0.997
chr9	13599	CHH	0	11	0.994
chr9	13636	CG	5	6	0.996
chr9	13673	CG	9	3	0.998
chr9	13710	CG	6	5	0.996
chr9	13747	CG	3	8	0.995
chr9	13784	CHG	1	12	0.995
chr9	13821	CG	10	7	0.997
chr9	13858	CG	7	6	0.996
chr9	13895	CG	4	4	0.995
chr9	13932	CG	8	5	0.997
chr9	13969	CG	5	7	0.996
chr9	14006	CHH	0	10	0.993
chr9	14043	CG	9	4	0.998
chr9	14080	CG
