chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr8	16956	CG	0	2	0.994
chr8	17078	CG	9	8	0.996
chr8	17201	CG	1	0	0.995
chr8	17323	CG	0	0	0.994
chr8	17445	CHG	0	8	0.997
chr8	17567	CG	7	6	0.995
chr8	17689	CG	0	1	0.996
chr8	17812	CG	2	1	0.994
chr8	17934	CG	0	0	0.995
chr8	18056	CG	1	0	0.997
chr8	18178	CG	0	2	0.994
chr8	18301	CHH	0	9	0.996
chr8	18423	CG	8	7	0.995
chr8	18545	CG	0	0	0.994
chr8	18667	CG	1	1	0.997
chr8	18789	CG	0	1	0.995
chr8	18912	CG	6	5	0.996
chr8	19034	CG	2	0	0.994
chr8	19156	CHG	0	7	0.995
chr8	19278	CG	0	0	0.997
chr8	19401	CG	1	0	0.994
chr8	19523	CG	0	1	0.996
chr8	19645	CG	10	9	0.995
chr8	19767	CG	1	1	0.994
chr8	19889	CG	0	0	0.997
chr8	20012	CHH	0	8	0.995
chr8	20134	CG	9	8	0.996
chr8	20256	CG	0	2	0.994
chr8	20378	CG	1	0	0.995
chr8	20501	CG	0	0	0.997
chr8	20623	CG	7	6	0.994
chr8	20745	CG	2	1	0.996
chr8	20867	CHG	0	9	0.995
chr8	20989	CG	0	1	0.994
chr8	21112	CG	1	0	0.997
chr8	21234	CG	0	0	0.995
chr8	21356	CG	8	7	0.996
chr8	21478	CG	1	1	0.994
chr8	21601	CG	0	2	0.995
chr8	21723	CHH	0	10	0.997
chr8	21845	CG	6	5	0.994
chr8	21967	CG	0	0	0.996
chr8	22089	CG	2	1	0.995
chr8	22212	CG	0	1	0.994
chr8	22334	CG	1	0	0.997
chr8	22456	CG	0	0	0.995
chr9	10089	CHG	0	7	0.996
chr9	10212	CG	10	9	0.994
chr9	10334	CG	1	1	0.995
chr9	10456	CG	0	2	0.997
chr9	10578	CG	9	8	0.994
chr9	10701	CG	1	0	0.996
chr9	10823	CG	0	0	0.995
chr9	10945	CHH	0	8	0.994
chr9	11067	CG	7	6	0.997
chr9	11189	CG	0	1	0.995
chr9	11312	CG	2	0	0.996
chr9	11434	CG	0	0	0.994
chr9	11556	CG	1	1	0.995
chr9	11678	CG	0	2	0.997
chr9	11801	CHG	0	9	0.994
chr9	11923	CG	8	7	0.996
chr9	12045	CG	0	0	0.995
chr9	12167	CG	1	0	0.994
chr9	12289	CG	0	1	0.997
chr9	12412	CG	6	5	0.995
chr9	12534	CG	2	1	0.996
chr9	12656	CHH	0	7	0.994
chr9	12778	CG	0	0	0.995
chr9	12901	CG	1	0	0.997
chr9	13023	CG	0	2	0.994
chr9	13145	CG	10	9	0.996
chr9	13267	CG	1	1	0.995
chr9	13389	CG	0	0	0.994
chr9	13512	CHG	0	8	0.997
chr9	13634	CG	9	8	0.995
chr9	13756	CG	0	1	0.996
chr9	13878	CG	1	0	0.994
chr9	14001	CG	0	0	0.995
chr9	14123	CG	7	6	0.997
chr9	14245	CG	2	1	0.994
chr9	14367	CHH	0	9	0.996
chr9	14489	CG	0	2	0.995
chr9	14612	CG	1	1	0.994
chr9	14734	CG	0	0	0.997
chr9	14856	CG	8	7	0.995
chr9	14978	CG	1	0	0.996
chr9	15101	CG	0	1	0.994
chr9	15223	CHG	0	7	0.995
chr9	15345	CG	6	5	0.997
chr9	15467	CG	0	0	0.994
chr9	15589	CG	2	0	0.996
chr9	15712	CG	0	1	0.995
chr9	15834	CG	1	0	0.994
chr9	15956	CG	0	0	0.997
chr9	16078	CHH	0	8	0.995
chr9	16201	CG	10	9	0.996
chr9	16323	CG	1	1	0.994
chr9	16445	CG	0	2	0.995
chr9	16567	CG	9	8	0.997
chr9	16689	CG	1	0	0.994
chr9	16812	CG	0	0	0.996
chr9	16934	CHG	0	9	0.995
chr9	17056	CG	7	6	0.994
chr9	17178	CG	0	1	0.997
chr9	17301	CG	2	1	0.995
chr9	17423	CG	0	0	0.996
chr9	17545	CG	1	0	0.994
chr9	17667	CG	0	2	0.995
chr9	17789	CHH	0	10	0.997
chr9	17912	CG	8	7	0.994
chr9	18034	CG	0	0	0.996
chr9	18156	CG	1	1	0.995
chr9	18278	CG	0	1	0.994
chr9	18401	CG	6	5	0.997
chr9	18523	CG	2	0	0.995
chr9	18645	CHG	0	7	0.996
chr9	18767	CG	0	0	0.994
chr9	18889	CG	1	0	0.995
chr9	19012	CG	0	1	0.997
chr9	19134	CG	10	9	0.994
chr9	19256	CG	1	1	0.996
chr9	19378	CG	0	0	0.995
chr9	19501	CHH	0	8	0.994
chr9	19623	CG	9	8	0.997
chr9	19745	CG	0	2	0.995
chr9	19867	CG	1	0	0.996
chr9	19989	CG	0	0	0.994
chr9	20112	CG	7	6	0.995
chr9	20234	CG	2	1	0.997
chr9	20356	CHG	0	9	0.994
chr9	20478	CG	0	1	0.996
chr9	20601	CG	1	0	0.995
chr9	20723	CG	0	0	0.994
chr9	20845	CG	8	7	0.997
chr9	20967	CG	1	1	0.995
chr9	21089	CG	0	2	0.996
chr9	21212	CHH	0	7	0.994
chr9	21334	CG	6	5	0.995
chr9	21456	CG	0	0	0.997
chr9	21578	CG	2	1	0.994
chr9	21701	CG	0	1	0.996
chr9	21823	CG	1	0	0.995
chr9	21945	CG	0	0	0.994
chr9	22067	CHG	0	8	0.997
chr9	22189	CG	10	9	0.995
chr9	22312	CG	1	1	0.996
chr9	22434	CG	0	2	0.994
chr10	10145	CG	9	8	0.995
chr10	10267	CG	1	0	0.997
chr10	10389	CG	0	0	0.994
chr10	10512	CHH	0	9	0.996
chr10	10634	CG	7	6	0.995
chr10	10756	CG	0	1	0.994
chr10	10878	CG	2	0	0.997
chr10	11001	CG	0	0	0.995
chr10	11123	CG	1	1	0.996
chr10	11245	CG	0	2	0.994
chr10	11367	CHG	0	7	0.995
chr10	11489	CG	8	7	0.997
chr10	11612	CG	0	0	0.994
chr10	11734	CG	1	0	0.996
chr10	11856	CG	0	1	0.995
chr10	11978	CG	6	5	0.994
chr10	12101	CG	2	1	0.997
chr10	12223	CHH	0	8	0.995
chr10	12345	CG	0	0	0.996
chr10	12467	CG	1	0	0.994
chr10	12589	CG	0	2	0.995
chr10	12712	CG	10	9	0.997
chr10	12834	CG	1	1	0.994
chr10	12956	CG	0	0	0.996
chr10	13078	CHG	0	9	0.995
chr10	13201	CG	9	8	0.994
chr10	13323	CG	0	1	0.997
chr10	13445	CG	1	0	0.995
chr10	13567	CG	0	0	0.996
chr10	13689	CG	7	6	0.994
chr10	13812	CG	2	1	0.995
chr10	13934	CHH	0	10	0.997
chr10	14056	CG	0	2	0.994
chr10	14178	CG	1	1	0.996
chr10	14301	CG	0	0	0.995
chr10	14423	CG	8	7	0.994
chr10	14545	CG	1	0	0.997
chr10	14667	CG	0	1	0.995
chr10	14789	CHG	0	7	0.996
chr10	14912	CG	6	5	0.994
chr10	15034	CG	0	0	0.995
chr10	15156	CG	2	0	0.997
chr10	15278	CG	0	1	0.994
chr10	15401	CG	1	0	0.996
chr10	15523	CG	0	0	0.995
chr10	15645	CHH	0	8	0.994
chr10	15767	CG
