chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr11	22234	CG	12	7	0.989
chr11	22456	CHG	0	8	0.977
chr11	22678	CG	7	9	0.984
chr11	22890	CG	5	11	0.981
chr11	23234	CG	10	6	0.986
chr11	23456	CG	8	5	0.983
chr11	23678	CG	4	12	0.980
chr11	23890	CG	11	7	0.988
chr11	24234	CHH	0	7	0.975
chr11	24456	CG	6	9	0.985
chr11	24678	CG	9	6	0.982
chr11	24890	CG	3	10	0.979
chr11	25234	CG	12	5	0.987
chr11	25456	CG	7	8	0.984
chr11	25678	CG	5	11	0.981
chr11	25890	CHG	0	9	0.978
chr11	26234	CG	10	5	0.986
chr11	26456	CG	8	6	0.983
chr11	26678	CG	4	13	0.980
chr11	26890	CG	11	5	0.988
chr11	27234	CG	6	9	0.985
chr11	27456	CG	9	7	0.982
chr11	27678	CHH	0	8	0.976
chr11	27890	CG	3	12	0.979
chr12	10234	CG	12	6	0.989
chr12	10456	CG	7	10	0.984
chr12	10678	CG	5	8	0.981
chr12	10890	CG	10	4	0.986
chr12	11234	CG	8	7	0.983
chr12	11456	CHG	0	7	0.977
chr12	11678	CG	4	11	0.980
chr12	11890	CG	11	5	0.988
chr12	12234	CG	6	9	0.985
chr12	12456	CG	9	6	0.982
chr12	12678	CG	3	13	0.979
chr12	12890	CG	12	7	0.987
chr12	13234	CHH	0	9	0.975
chr12	13456	CG	7	8	0.984
chr12	13678	CG	5	11	0.981
chr12	13890	CG	10	5	0.986
chr12	14234	CG	8	7	0.983
chr12	14456	CG	4	12	0.980
chr12	14678	CG	11	6	0.988
chr12	14890	CHG	0	8	0.978
chr12	15234	CG	6	10	0.985
chr12	15456	CG	9	5	0.982
chr12	15678	CG	3	13	0.979
chr12	15890	CG	12	6	0.989
chr12	16234	CG	7	9	0.984
chr12	16456	CG	5	11	0.981
chr12	16678	CHH	0	7	0.976
chr12	16890	CG	10	6	0.986
chr12	17234	CG	8	5	0.983
chr12	17456	CG	4	12	0.980
chr12	17678	CG	11	7	0.988
chr12	17890	CG	6	9	0.985
chr12	18234	CG	9	6	0.982
chr12	18456	CHG	0	9	0.977
chr12	18678	CG	3	10	0.979
chr12	18890	CG	12	5	0.987
chr12	19234	CG	7	8	0.984
chr12	19456	CG	5	11	0.981
chr12	19678	CG	10	5	0.986
chr12	19890	CG	8	6	0.983
chr12	20234	CHH	0	8	0.975
chr12	20456	CG	4	13	0.980
chr12	20678	CG	11	5	0.988
chr12	20890	CG	6	9	0.985
chr12	21234	CG	9	7	0.982
chr12	21456	CG	3	12	0.979
chr12	21678	CG	12	6	0.989
chr12	21890	CHG	0	7	0.978
chr12	22234	CG	7	10	0.984
chr12	22456	CG	5	8	0.981
chr12	22678	CG	10	4	0.986
chr12	22890	CG	8	7	0.983
chr12	23234	CG	4	11	0.980
chr12	23456	CG	11	5	0.988
chr12	23678	CHH	0	9	0.976
chr12	23890	CG	6	9	0.985
chr12	24234	CG	9	6	0.982
chr12	24456	CG	3	13	0.979
chr12	24678	CG	12	7	0.987
chr12	24890	CG	7	8	0.984
chr12	25234	CG	5	11	0.981
chr12	25456	CHG	0	8	0.977
chr12	25678	CG	10	5	0.986
chr12	25890	CG	8	6	0.983
chr12	26234	CG	4	12	0.980
chr12	26456	CG	11	6	0.988
chr12	26678	CG	6	10	0.985
chr12	26890	CG	9	5	0.982
chr12	27234	CHH	0	7	0.975
chr12	27456	CG	3	13	0.979
chr12	27678	CG	12	6	0.989
chr12	27890	CG	7	9	0.984
chr13	10234	CG	5	11	0.981
chr13	10456	CG	10	5	0.986
chr13	10678	CG	8	7	0.983
chr13	10890	CHG	0	9	0.978
chr13	11234	CG	4	12	0.980
chr13	11456	CG	11	5	0.988
chr13	11678	CG	6	9	0.985
chr13	11890	CG	9	6	0.982
chr13	12234	CG	3	10	0.979
chr13	12456	CG	12	7	0.987
chr13	12678	CHH	0	8	0.976
chr13	12890	CG	7	8	0.984
chr13	13234	CG	5	11	0.981
chr13	13456	CG	10	5	0.986
chr13	13678	CG	8	6	0.983
chr13	13890	CG	4	13	0.980
chr13	14234	CG	11	7	0.988
chr13	14456	CHG	0	7	0.977
chr13	14678	CG	6	9	0.985
chr13	14890	CG	9	5	0.982
chr13	15234	CG	3	12	0.979
chr13	15456	CG	12	6	0.989
chr13	15678	CG	7	10	0.984
chr13	15890	CG	5	8	0.981
chr13	16234	CHH	0	9	0.975
chr13	16456	CG	10	4	0.986
chr13	16678	CG	8	7	0.983
chr13	16890	CG	4	11	0.980
chr13	17234	CG	11	5	0.988
chr13	17456	CG	6	9	0.985
chr13	17678	CG	9	7	0.982
chr13	17890	CHG	0	8	0.978
chr13	18234	CG	3	13	0.979
chr13	18456	CG	12	6	0.987
chr13	18678	CG	7	8	0.984
chr13	18890	CG	5	11	0.981
chr13	19234	CG	10	5	0.986
chr13	19456	CG	8	6	0.983
chr13	19678	CHH	0	7	0.976
chr13	19890	CG	4	12	0.980
chr13	20234	CG	11	6	0.988
chr13	20456	CG	6	10	0.985
chr13	20678	CG	9	5	0.982
chr13	20890	CG	3	13	0.979
chr13	21234	CG	12	7	0.989
chr13	21456	CHG	0	9	0.977
chr13	21678	CG	7	9	0.984
chr13	21890	CG	5	11	0.981
chr13	22234	CG	10	6	0.986
chr13	22456	CG	8	5	0.983
chr13	22678	CG	4	12	0.980
chr13	22890	CG	11	7	0.988
chr13	23234	CHH	0	8	0.975
chr13	23456	CG	6	9	0.985
chr13	23678	CG	9	6	0.982
chr13	23890	CG	3	10	0.979
chr13	24234	CG	12	5	0.987
chr13	24456	CG	7	8	0.984
chr13	24678	CG	5	11	0.981
chr13	24890	CHG	0	7	0.978
chr13	25234	CG	10	5	0.986
chr13	25456	CG	8	6	0.983
chr13	25678	CG	4	13	0.980
chr13	25890	CG	11	5	0.988
chr13	26234	CG	6	9	0.985
chr13	26456	CG	9	7	0.982
chr13	26678	CHH	0	9	0.976
chr13	26890	CG	3	12	0.979
chr13	27234	CG	12	6	0.989
chr13	27456	CG	7	10	0.984
chr13	27678	CG	5	8	0.981
chr13	27890	CG	10	4	0.986
chr14	10234	CG	8	7	0.983
chr14	10456	CHG	0	8	0.977
chr14	10678	CG	4	11	0.980
chr14	10890	CG	11	5	0.988
chr14	11234	CG	6	9	0.985
chr14	11456	CG	9	6	0.982
chr14	11678	CG	3	13	0.979
chr14	11890	CG	12	7	0.987
chr14	12234	CHH	0	7	0.975
chr14	12456	CG	7	8	0.984
chr14	12678	CG	5	11	0.981
chr14	12890	CG	10	5	0.986
chr14	13234	CG	8	7	0.983
chr14	13456	CG	4	12	0.980
chr14	13678	CG	11	6	0.988
chr14	13890	CHG	0	9	0.978
chr14	14234	CG	6	10	0.985
chr14	14456	CG	9	5	0.982
chr14	14678	CG	3	13	0.979
chr14	14890	CG	12	6	0.989
chr14	15234	CG	7	9	0.984
chr14	15456	CG	5	11	0.981
chr14	15678	CHH	0	8	0.976
chr14	15890	CG	10	6	0.986
chr14	16234	CG	8	5	0.983
chr14	16456	CG	4	12	0.980
chr14	16678	CG
